MARKET PLACE,Customer Site ID,Customer Name,Product Code,Product Serial Number,Equipment Rental Payment/Month
GREATER TEXAS,1414593,ATKINSON AUTO PARTS INC,F1,ULR54517,50
GREATER TEXAS,1414615,UNITED ASSOCIATES,A1,NVH26724,114
GREATER TEXAS,1414633,TRANS NATIONAL LOGISTICS,F1,UYS73770,94
GREATER TEXAS,1414677,ESTA VILLA INC EQUITY HOMES,A1,NVH21772,81
GREATER TEXAS,1414764,TETRA APPLIED TECHNOLOGIE,A2,NGL02981,120
GREATER TEXAS,1414791,SEEGROVE INTNL SHIPPERS,M1,CE302049,178
GREATER TEXAS,1414791,SEEGROVE INTNL SHIPPERS,F1,YKM13147,60
GREATER TEXAS,1415167,SCHUMARKER ELECTRIC,D1,NLV02715,114
GREATER TEXAS,1415208,BORDER MOBILITY,D1,NLV02238,123
GREATER TEXAS,1416137,AVW AUDIO VISUAL INC,F1,UYP55391,95
GREATER TEXAS,1416499,COMMUNITY FIRST HLTH PLAN,F1,UUY03584,99
GREATER TEXAS,1416499,COMMUNITY FIRST HLTH PLAN,F1,UYR57113,91
GREATER TEXAS,1418365,HUGHES SUPPLY,F1,UYP10019,85
GREATER TEXAS,1418635,TAMACC,F1,UYS13781,90
GREATER TEXAS,1418864,ROUND ROCK CHAMBER OF,F1,UYK02089,125
GREATER TEXAS,1419139,GORDON AUTOMOTIVE,A2,VMI08011,90
GREATER TEXAS,1419474,AUSTIN GEO MODELING,P1,JPPCG09914,80
GREATER TEXAS,1419898,WR STARKEY MTG LLC,F1,UYS18451,65
GREATER TEXAS,1419898,WR STARKEY MTG LLC,F1,UYS18450,65
GREATER TEXAS,1419935,CARESTONE ASSISTED LIVING,D3,NQJ13552,190
GREATER TEXAS,1419955,UTX STUDENT FINANCIAL AID,D3,NQJ51695,234
GREATER TEXAS,1420068,TRUSSWAY LTD,F1,UYS18142,60
GREATER TEXAS,1420353,ALLEN SAMUEL CHEVROLET,A2,NGM33517,89
GREATER TEXAS,1420608,ADECCO EMPLOYMENT SERVICE,F1,UYG12893,74
GREATER TEXAS,1421035,AMERICAN PHARMACEUTICAL,D1,A9028120121,236
GREATER TEXAS,1421103,WESTWIND APARTMENTS,A2,NBZ17148,122
GREATER TEXAS,1421921,GUARANTY BANK,F1,ULR80813,50
GREATER TEXAS,1422489,FSI INTL,F1,M9098500276,65
GREATER TEXAS,1422780,MOULDING ASSOCIATES INC,F1,UYR08496,110
GREATER TEXAS,1422951,STATIA TERMINAL,D4,NRF05409,505
GREATER TEXAS,1424841,MARCONI COMMERCE SYSTEMS,D3,H5207000903,217
GREATER TEXAS,1425054,KEDS CORP,D3,A3916120403,141
GREATER TEXAS,1425409,VALASSIS COMMUNICATIONS,A4,A7038420117,398
EAST TEXAS LOUISIANA,1425515,SUNSCRIPT PHARMACY,F1,UYP06829,92
GREATER TEXAS,1425947,ADJUSTERS INTL,F1,ULR52553,50
GREATER TEXAS,1426409,SAFECO LAND TITLE,M1,32100123,356
GREATER TEXAS,1426645,SALON SERVICES OF TEXAS,D4,H7117200533,404
GREATER TEXAS,1426693,SARVIS,C2,H0190700225,275
GREATER TEXAS,1426711,BIRCH TELECOM,F1,M9008100679,64
GREATER TEXAS,1427160,BAKER SUPPORT SERVICES,F1,UFK25189,127
GREATER TEXAS,1427341,SEBASTIAN AND ASSOCIATES,F1,UFK35605,95
EAST TEXAS LOUISIANA,1427962,TRI COUNTY MHMR,F1,UYP14447,64
EAST TEXAS LOUISIANA,1427983,TRI COUNTY MHMR,F1,UYP14448,64
EAST TEXAS LOUISIANA,1427983,TRI COUNTY MHMR,F1,UYP14452,64
EAST TEXAS LOUISIANA,1427983,TRI COUNTY MHMR,F1,UYP14446,64
EAST TEXAS LOUISIANA,1427983,TRI COUNTY MHMR,F1,UYP14910,64
EAST TEXAS LOUISIANA,1427983,TRI COUNTY MHMR,F1,UYP14820,64
EAST TEXAS LOUISIANA,1427983,TRI COUNTY MHMR,F1,UYP07906,64
GREAT PLAINS,1428319,TUBES INC,F1,UYS29815,96
EAST TEXAS LOUISIANA,1429240,BT OPERATING CO,D4,NSM00144,748
EAST TEXAS LOUISIANA,1429240,BT OPERATING CO,F1,UYP54820,111
EAST TEXAS LOUISIANA,1430071,LEVY ASSOC ARCHITECTS INC,D1,NLU02206,140
EAST TEXAS LOUISIANA,1430097,CORNERSTONE SPECIALTY,A4,NJE26842,424
EAST TEXAS LOUISIANA,1430141,LAW OFFICE JOHN NICHOLS,M1,1,6
EAST TEXAS LOUISIANA,1430264,TELECHECK SERVICES INC,A4,NHW03318,377
GREATER TEXAS,1430469,INTERCAPITAL PARTNERS LTD,A2,NKU16421,160
GREATER TEXAS,1431620,JC DELIVERY,D4,H4705200552,439
EAST TEXAS LOUISIANA,1431804,VALERO REFINING TEXAS LP,D4,H4715600986,0
EAST TEXAS LOUISIANA,1432137,MATHESON TRI GAS,D1,NLU04651,177
EAST TEXAS LOUISIANA,1432189,STACEY SUPPLY CORP,D1,H4300800244,76
EAST TEXAS LOUISIANA,1432253,AEROMEXPRESS,A2,NNS03487,189
EAST TEXAS LOUISIANA,1432259,HEARTHSTONE,D3,NQJ32844,0
EAST TEXAS LOUISIANA,1432389,HUNT & HUNT LTD,A3,NCJ16156,185
EAST TEXAS LOUISIANA,1432389,HUNT & HUNT LTD,F1,UYS66188,110
EAST TEXAS LOUISIANA,1432389,HUNT & HUNT LTD,F1,UYS66190,110
EAST TEXAS LOUISIANA,1432612,FIRST DATA SOLUTIONS,F1,UYS66162,143
EAST TEXAS LOUISIANA,1432849,GATEWAY AT LAKE JACKSON,D1,NLU03039,0
EAST TEXAS LOUISIANA,1432897,BARRETT RESOURCES,F1,M1370401367,9
EAST TEXAS LOUISIANA,1432932,BALDWIN STEEL CO,F1,UEF22675,95
GREATER TEXAS,1432933,TRI COUNTRY MHMR,F1,UYP14450,64
EAST TEXAS LOUISIANA,1432934,TRI COUNTRY MHMR,F1,UYP14449,64
EAST TEXAS LOUISIANA,1432936,TRI COUNTRY MHMR,F1,UYP14451,64
EAST TEXAS LOUISIANA,1432936,TRI COUNTRY MHMR,F1,UYP14453,64
EAST TEXAS LOUISIANA,1432939,TRI COUNTRY MHMR,F1,UYP14927,64
EAST TEXAS LOUISIANA,1433029,DAVID P GILL MD PA,F1,UYP07607,80
EAST TEXAS LOUISIANA,1433029,DAVID P GILL MD PA,F1,UYP07674,80
EAST TEXAS LOUISIANA,1433158,MARRIOT INTERNATIONAL INC,F1,UYP09867,143
EAST TEXAS LOUISIANA,1433695,GREER HERZ AND ADAMS,F1,UYH11884,101
EAST TEXAS LOUISIANA,1434142,METHODIST HOSP,A4,NJF10677,307
EAST TEXAS LOUISIANA,1434571,AMERICAN LIBERTY HOSP,A1,26FE04463,54
EAST TEXAS LOUISIANA,1435064,HENDERSON COUNTY,M1,32105310,142
EAST TEXAS LOUISIANA,1435844,COGNITIVE INSTITUTE INC,A1,NVH28949,56
EAST TEXAS LOUISIANA,1436668,SOUTHERN EXPOSURE,A2,NKU16402,115
EAST TEXAS LOUISIANA,1437000,KERMIT WILLIAMS INC,D3,NNY05498,216
EAST TEXAS LOUISIANA,1437200,PORT OF SOUTH LOUISIANA,F1,UYR08639,82
EAST TEXAS LOUISIANA,1437200,PORT OF SOUTH LOUISIANA,F1,UYR08347,82
EAST TEXAS LOUISIANA,1437560,RICHARD A GOLDENBERG,F1,ZKM12857,64
EAST TEXAS LOUISIANA,1437646,RICHARD A GOLDENBERG,F1,UYP54796,83
EAST TEXAS LOUISIANA,1437926,DEPT OF PUBLIC WORKS,A1,NDF06861,134
ROCKY MOUNTAIN,1438722,BARRET RESOURCES CORP,F1,UFW26348,14
ROCKY MOUNTAIN,1439456,ADVANTAGE RENT A CAR,A1,NUN28196,41
ROCKY MOUNTAIN,1439635,AUDIO THERAPY,A4,NGQ04106,118
ROCKY MOUNTAIN,1440039,VERSAILLES COMPAGNIE,D3,NQJ25161,273
ROCKY MOUNTAIN,1440798,DAIN RAUSCHER,A4,NJF12664,891
ROCKY MOUNTAIN,1442309,FLEXTRONICS INT,A1,NVH10107,95
GREATER TEXAS,1442576,AMERICAN MEDICAL RESPONSE,D4,MPL04609,590
ROCKY MOUNTAIN,1442861,AMERICAN MEDICAL RESPONSE,F1,UKM03335,35
MISSOURI ILLINOIS,1442909,MCLEOD USA,D3,NQJ28256,305
ROCKY MOUNTAIN,1443019,TITAN AUTO INSURANCE,A1,NVH25762,63
ROCKY MOUNTAIN,1443154,GAME FORCE,D1,NFY02625,142
GREATER TEXAS,1443172,KAREN R CAMPBELL,D1,NFY00972,163
GREATER TEXAS,1443188,TW BURLESON & SON,F1,UYG26800,83
GREATER TEXAS,1443206,ANTERRA REALTY CORP,D1,MQU03843,78
GREATER TEXAS,1443232,THE RUSK LAW FIRM PC,D1,MQU02995,0
GREATER TEXAS,1443261,SOUTH SAN ANTONIO ISD,D1,NPC05051,99
EAST TEXAS LOUISIANA,1443266,DENNIS W NAVE MD,D1,NPC04984,178
CAROLINAS,1443285,FLEETMAN INC,D1,NPC03811,196
CAROLINAS,1443285,FLEETMAN INC,D1,NPC03811,196
CAROLINAS,1443285,FLEETMAN INC,D1,NPC03811,196
GREATER TEXAS,1443287,STX TDCJ ACCTS PAYABLE,F1,ULR33741,38
GREATER TEXAS,1443287,STX TDCJ ACCTS PAYABLE,F1,ULR77140,38
EAST TEXAS LOUISIANA,1443289,GILLMAN AUTOPLEX OF FORT,A2,NGL22702,258
EAST TEXAS LOUISIANA,1443303,BAKER OIL & TOOL CO,D1,NPC03047,127
GREATER TEXAS,1443376,HUNTSVILLE MEMORIAL,D1,NJP14878,88
GREATER TEXAS,1443376,HUNTSVILLE MEMORIAL,D1,NJP14931,88
GREATER TEXAS,1443376,HUNTSVILLE MEMORIAL,D1,NJP14934,88
EAST TEXAS LOUISIANA,1443379,STAR ARMOURED INC,A1,NDF20976,93
GREATER TEXAS,1443379,STAR ARMOURED INC,A1,NVH21825,41
EAST TEXAS LOUISIANA,1443379,STAR ARMOURED INC,D1,NJP14710,115
GREATER TEXAS,1443387,UTX SOCIAL WORK SCH A/P,D1,NJP14417,421
GREATER TEXAS,1443411,STX GRIMES COUNTY,M1,AR301724,250
GREATER TEXAS,1443426,SPOONTS HOME APPILANCE SERVICE INC,D1,NJP10949,105
GREATER TEXAS,1443426,SPOONTS HOME APPILANCE SERVICE INC,D1,NJP10949,202
ROCKY MOUNTAIN,1443448,CPR TITLE,D1,NJP10025,71
GREATER TEXAS,1443453,UTX BROWNSVILLE AP,A4,NJF20250,215
GREATER TEXAS,1443479,DAVIS & DURHAM,D1,NJP08907,130
ROCKY MOUNTAIN,1443489,HEALTH CHALLENGE,D1,NJP08208,118
GREATER TEXAS,1443502,STX LAMPASAS COUNTY,D1,NJP07685,54
GREATER TEXAS,1443523,STATE OF TEXAS,D3,NSF01035,322
GREATER TEXAS,1443557,PALACIOS ISD ADMN BLDG,A2,NKU17877,0
GREATER TEXAS,1443572,JOHN E SENGSON DDS PC,D1,NJP01383,126
GREATER TEXAS,1443640,SOUTHERN REHABILITATION,D4,H4715001309,475
EAST TEXAS LOUISIANA,1443665,JOHN DAUGHERTY REALTORS,F1,UYR50723,99
EAST TEXAS LOUISIANA,1443665,JOHN DAUGHERTY REALTORS,A2,A3726900563,144
EAST TEXAS LOUISIANA,1443665,JOHN DAUGHERTY REALTORS,D4,H4715200165,"1,045"
EAST TEXAS LOUISIANA,1443665,JOHN DAUGHERTY REALTORS,D5,H4815200415,"1,445"
GREATER TEXAS,1443686,FIELDSTONE MORTGAGE CO,D5,MPB04140,785
ROCKY MOUNTAIN,1443700,ROCKY MTN DESK CORP,A2,NGL03484,157
GREATER TEXAS,1443728,KIEWIT OFFSHORE SERVICES LTD,D3,NSG00987,579
GREATER TEXAS,1443728,KIEWIT OFFSHORE SERVICES LTD,D3,C14011870,447
GREATER TEXAS,1443728,KIEWIT OFFSHORE SERVICES LTD,D3,C14011872,447
GREATER TEXAS,1443728,KIEWIT OFFSHORE SERVICES LTD,D3,C14011871,447
GREATER TEXAS,1443728,KIEWIT OFFSHORE SERVICES LTD,D3,C14011869,447
GREATER TEXAS,1443728,KIEWIT OFFSHORE SERVICES LTD,F1,C14011481,200
GREATER TEXAS,1443764,SAM HOUSTON STATE UNIVERSITY,D3,MPH23597,205
GREATER TEXAS,1443766,GABL GROUP LLC,D2,MPG29472,154
GREATER TEXAS,1443812,TAMU CIVIL ENG DEPT,D2,MPJ11075,292
GREATER TEXAS,1443873,LAW OFFICE OF ENRIQUE,D1,MQS01333,139
GREATER TEXAS,1444024,CF JORDAN RESIDENTIAL,F1,UFK04400,71
EAST TEXAS LOUISIANA,1444035,PACK & MAIL,C2,NJD01609,195
EAST TEXAS LOUISIANA,1444035,PACK & MAIL,F1,UEF22437,35
GREATER TEXAS,1444079,STATE OF TEXAS,D2,NPR03810,0
GREATER TEXAS,1444079,STATE OF TEXAS,D2,NPR34459,"1,680"
GREATER TEXAS,1444112,UNITED NOTIONS & FABRICS,M1,B48006,369
EAST TEXAS LOUISIANA,1444139,TRIMAC TRANSPORTATION INC,D2,NSD01035,358
GREATER TEXAS,1444165,TRANE,F1,M2690717703,89
GREATER TEXAS,1444165,TRANE,F1,M2690919381,125
GREATER TEXAS,1444165,TRANE,F1,M2600322163,125
GREATER TEXAS,1444165,TRANE,F1,M2681010290,75
GREATER TEXAS,1444165,TRANE,F1,M2690717701,87
GREATER TEXAS,1444165,TRANE,F1,M2690818847,137
GREATER TEXAS,1444165,TRANE,F1,M2600322167,125
GREATER TEXAS,1444165,TRANE,F1,M2780301258,119
GREATER TEXAS,1444165,TRANE,F1,M2780502191,89
ROCKY MOUNTAIN,1444166,PROLOGIS TRUST,D4,C12004819,547
ROCKY MOUNTAIN,1444166,PROLOGIS TRUST,F1,UYR55981,99
EAST TEXAS LOUISIANA,1444178,SMITH INTL,M1,BR305262,298
EAST TEXAS LOUISIANA,1444178,SMITH INTL,A3,A3695100356,216
EAST TEXAS LOUISIANA,1444178,SMITH INTL,A4,A3374510045,349
GREATER TEXAS,1444191,METRO LABEL,,BBD0001184,264
GREATER TEXAS,1444202,GARDERE WYNNE SEWELL LLP,A3,A3627030042,241
GREATER TEXAS,1444202,GARDERE WYNNE SEWELL LLP,D4,MPL23740,651
GREATER TEXAS,1444214,YOUNG PRESIDENTS ORG,F1,UFK08409,92
GREATER TEXAS,1444260,BLEDSOE DODGE,D1,NFZ02933,325
GREATER TEXAS,1444260,BLEDSOE DODGE,D2,NEZ03403,530
GREATER TEXAS,1444260,BLEDSOE DODGE,D1,A7227070506,157
ROCKY MOUNTAIN,1444295,CAMPBELL COUNTY SCH DIST,A2,A3715020199,0
ROCKY MOUNTAIN,1444295,CAMPBELL COUNTY SCH DIST,A4,A3355420626,0
ROCKY MOUNTAIN,1444295,CAMPBELL COUNTY SCH DIST,A4,A7037490569,108
ROCKY MOUNTAIN,1444295,CAMPBELL COUNTY SCH DIST,A4,A7037490214,108
EAST TEXAS LOUISIANA,1444296,FIRST FEDERAL SAVINGS,D2,H2400701600,137
ROCKY MOUNTAIN,1444307,LUDVIK ELECTRIC,D4,H7326200114,632
ROCKY MOUNTAIN,1444314,THE DENVER POST,D4,MNB00133,442
ROCKY MOUNTAIN,1444314,THE DENVER POST,D4,NRF00727,307
ROCKY MOUNTAIN,1444318,ROCKY MOUNTAIN INTL,D3,MPH16820,386
ROCKY MOUNTAIN,1444318,ROCKY MOUNTAIN INTL,D3,MPH19840,386
ROCKY MOUNTAIN,1444318,ROCKY MOUNTAIN INTL,D3,MPH13606,386
GREATER TEXAS,1444324,CUMMINS,D3,MPH15789,476
ROCKY MOUNTAIN,1444325,ASSOCIATED PROPERTY,M1,D228FP21D002,407
ROCKY MOUNTAIN,1444325,ASSOCIATED PROPERTY,F1,UYR59155,98
ROCKY MOUNTAIN,1444348,CAMDEN PROPERTY TRUST,A2,NRD09911,0
ROCKY MOUNTAIN,1444348,CAMDEN PROPERTY TRUST,F1,UXM55279,0
ROCKY MOUNTAIN,1444368,US MEAT EXPORT FEDERATION,M1,US14814679,258
ROCKY MOUNTAIN,1444368,US MEAT EXPORT FEDERATION,A4,NDK10349,44
ROCKY MOUNTAIN,1444368,US MEAT EXPORT FEDERATION,D4,MNB00594,901
ROCKY MOUNTAIN,1444368,US MEAT EXPORT FEDERATION,F1,UYP56118,154
ROCKY MOUNTAIN,1444410,PEPSI USA,D3,NQJ40404,254
ROCKY MOUNTAIN,1444410,PEPSI USA,F1,UKJ14599,38
ROCKY MOUNTAIN,1444432,MOUNTAIN SPORT MEDIA,F1,ULR74947,135
ROCKY MOUNTAIN,1444432,MOUNTAIN SPORT MEDIA,F1,ULR53068,135
ROCKY MOUNTAIN,1444432,MOUNTAIN SPORT MEDIA,F1,ULR74979,0
ROCKY MOUNTAIN,1444447,COLONIAL BANK,A2,VJB62733,0
ROCKY MOUNTAIN,1444447,COLONIAL BANK,D3,C12003688,149
ROCKY MOUNTAIN,1444461,DENVER MARRIOTT,A1,NVH07823,51
ROCKY MOUNTAIN,1444461,DENVER MARRIOTT,D1,NLU01338,121
ROCKY MOUNTAIN,1444461,DENVER MARRIOTT,D3,NQJ25281,545
ROCKY MOUNTAIN,1444461,DENVER MARRIOTT,F1,UYS35976,0
ROCKY MOUNTAIN,1444461,DENVER MARRIOTT,F1,UYQ02220,80
ROCKY MOUNTAIN,1444461,DENVER MARRIOTT,F1,UYQ02220,0
ROCKY MOUNTAIN,1444491,KIEWIT CONSTRUCTION,D1,C12003153,239
ROCKY MOUNTAIN,1444531,ZOLO TECHNOLOGIES,D3,NQG08249,0
ROCKY MOUNTAIN,1444531,ZOLO TECHNOLOGIES,D3,NSS00998,0
ROCKY MOUNTAIN,1444531,ZOLO TECHNOLOGIES,F1,UYP15154,0
ROCKY MOUNTAIN,1444564,COORS DISTRIBUTING CO,D3,NQJ16894,353
ROCKY MOUNTAIN,1444564,COORS DISTRIBUTING CO,D4,H4705200519,"1,071"
ROCKY MOUNTAIN,1444568,COLORADO SEWER SYSTEMS,A3,NCJ20769,24
ROCKY MOUNTAIN,1444568,COLORADO SEWER SYSTEMS,A3,VQG00700,238
ROCKY MOUNTAIN,1444596,WAGNER EQUIPMENT CO,D2,NPR21517,250
ROCKY MOUNTAIN,1444596,WAGNER EQUIPMENT CO,D3,NQJ25275,340
ROCKY MOUNTAIN,1444653,BAKER HOGAN & HOUX,D1,NFZ05613,123
GREATER TEXAS,1444663,MCALLEN ISD,A4,NJE09408,246
ROCKY MOUNTAIN,1444700,MEADE SCHOOL DISTRICT,A1,A7409870927,14
ROCKY MOUNTAIN,1444700,MEADE SCHOOL DISTRICT,A1,A7409870925,18
ROCKY MOUNTAIN,1444700,MEADE SCHOOL DISTRICT,A2,A7669080230,47
ROCKY MOUNTAIN,1444700,MEADE SCHOOL DISTRICT,A2,A7669080231,47
ROCKY MOUNTAIN,1444700,MEADE SCHOOL DISTRICT,A2,A7669110036,47
ROCKY MOUNTAIN,1444700,MEADE SCHOOL DISTRICT,A2,A7669080235,47
ROCKY MOUNTAIN,1444700,MEADE SCHOOL DISTRICT,A2,A7669110022,47
ROCKY MOUNTAIN,1444700,MEADE SCHOOL DISTRICT,A2,A7669080233,47
ROCKY MOUNTAIN,1444700,MEADE SCHOOL DISTRICT,A2,A7669080232,47
GREATER TEXAS,1444715,NFP INSURANCE SERVICES,F1,UYG26604,67
ROCKY MOUNTAIN,1444720,NATRONA COUNTY SCHOOL,D2,H2411502888,159
ROCKY MOUNTAIN,1444720,NATRONA COUNTY SCHOOL,D3,H5206601012,252
EAST TEXAS LOUISIANA,1444732,ST CHARLES PARISH HOSPITA,D1,NPF00113,162
EAST TEXAS LOUISIANA,1444759,MCALPINE & COZAD & APLC,D3,NQJ10574,365
EAST TEXAS LOUISIANA,1444771,LSU MEDICAL CTR,M1,ZSP03061,41
EAST TEXAS LOUISIANA,1444799,RAUCH MILLIKEN INTERNAT,F1,UYP54780,90
EAST TEXAS LOUISIANA,1444799,RAUCH MILLIKEN INTERNAT,F1,UYP53439,90
EAST TEXAS LOUISIANA,1444811,LAPORTE SEHRT ROMIG &,A5,NFD09451,655
EAST TEXAS LOUISIANA,1444811,LAPORTE SEHRT ROMIG &,D4,NLE03965,969
EAST TEXAS LOUISIANA,1444834,NEW ORLEANS CITY OF,A2,NGL11239,209
EAST TEXAS LOUISIANA,1444834,NEW ORLEANS CITY OF,A2,NGL11379,209
EAST TEXAS LOUISIANA,1444834,NEW ORLEANS CITY OF,A2,NGL11238,209
EAST TEXAS LOUISIANA,1444847,NEW ORLEANS CITY OF CIVIL,A4,NHW11635,392
EAST TEXAS LOUISIANA,1444847,NEW ORLEANS CITY OF CIVIL,D3,NNX01915,444
EAST TEXAS LOUISIANA,1444849,UNIVERSAL PERSONNEL,F1,UYR04009,66
EAST TEXAS LOUISIANA,1444850,WINK INC,F1,UYR03977,66
EAST TEXAS LOUISIANA,1444886,GONZALES ELECTRIC SVC INC,D1,H9019504906,75
EAST TEXAS LOUISIANA,1444886,GONZALES ELECTRIC SVC INC,D1,H9228501945,75
EAST TEXAS LOUISIANA,1444922,WESTLAKE PETROCHEMICALS,D4,H4715300153,625
EAST TEXAS LOUISIANA,1444933,BREAUX BRIDGE ELEMENTARY,D1,H1700200815,103
EAST TEXAS LOUISIANA,1444934,IBERIA GENERAL HOSPITAL,F1,M2600726688,67
EAST TEXAS LOUISIANA,1445007,REPUBLIC INDUSTRIES INC,A4,NDK64188,318
EAST TEXAS LOUISIANA,1445007,REPUBLIC INDUSTRIES INC,D3,NQG04046,160
EAST TEXAS LOUISIANA,1445007,REPUBLIC INDUSTRIES INC,F1,UFW27924,63
EAST TEXAS LOUISIANA,1445009,CURVES INTERNATIONAL INC,D3,NQJ22639,405
EAST TEXAS LOUISIANA,1445025,SHERIFF'S PENSION,F1,UFK03760,58
EAST TEXAS LOUISIANA,1445025,SHERIFF'S PENSION,F1,UFK10217,58
EAST TEXAS LOUISIANA,1445046,ZIMMERMAN SIGN CO INC,F1,UYR07641,96
EAST TEXAS LOUISIANA,1445066,SOUTHSIDE BANCSHARES INC,M1,ZSV71587,79
EAST TEXAS LOUISIANA,1445106,WORKCARE NORTHWEST INC,D3,55QE03278,263
EAST TEXAS LOUISIANA,1445106,WORKCARE NORTHWEST INC,D3,55QE03210,263
EAST TEXAS LOUISIANA,1445124,WESTAT INC,D3,NQJ22708,203
EAST TEXAS LOUISIANA,1445130,NORTHEAST HOSP AUTHORITY,M1,AN300872,122
EAST TEXAS LOUISIANA,1445130,NORTHEAST HOSP AUTHORITY,F1,A2828800557,94
EAST TEXAS LOUISIANA,1445130,NORTHEAST HOSP AUTHORITY,F1,A2829100294,0
EAST TEXAS LOUISIANA,1445134,GULF STATES MARKETING,F1,A2628600239,59
EAST TEXAS LOUISIANA,1445148,DRESSER ENERGY VALVE,F1,20598,78
EAST TEXAS LOUISIANA,1445148,DRESSER ENERGY VALVE,F1,M2380500402,40
EAST TEXAS LOUISIANA,1445148,DRESSER ENERGY VALVE,F1,M2780401790,109
EAST TEXAS LOUISIANA,1445153,RAILWORKS WILLIAM A SMITH,A2,26209179,53
EAST TEXAS LOUISIANA,1445153,RAILWORKS WILLIAM A SMITH,D3,NQJ32837,352
EAST TEXAS LOUISIANA,1445166,RUSSELL & SMITH FORD INC,F1,41226,87
EAST TEXAS LOUISIANA,1445166,RUSSELL & SMITH FORD INC,F1,UEF06987,31
EAST TEXAS LOUISIANA,1445170,FAYEZ SAROFIM & CO,D3,A3917020233,350
EAST TEXAS LOUISIANA,1445190,CYPRESS FAIRBANKS ISD,D2,H2401001634,449
EAST TEXAS LOUISIANA,1445190,CYPRESS FAIRBANKS ISD,A2,A7668080420,354
EAST TEXAS LOUISIANA,1445190,CYPRESS FAIRBANKS ISD,D2,J0210901123,669
EAST TEXAS LOUISIANA,1445190,CYPRESS FAIRBANKS ISD,D2,J0220201074,549
EAST TEXAS LOUISIANA,1445190,CYPRESS FAIRBANKS ISD,D3,H7217200190,933
GREATER TEXAS,1445195,STX WILLIAMSON COUNTY,A2,36010304,104
GREATER TEXAS,1445211,LANDROVER OF AUSTIN,F1,UYS51140,90
GREATER TEXAS,1445307,SPOHN SYSTEM HEALTH A/P,A1,NVH19708,74
GREATER TEXAS,1445307,SPOHN SYSTEM HEALTH A/P,A1,NVH19699,79
GREATER TEXAS,1445307,SPOHN SYSTEM HEALTH A/P,A1,NVH19706,79
GREATER TEXAS,1445307,SPOHN SYSTEM HEALTH A/P,A1,NVH19700,80
GREATER TEXAS,1445307,SPOHN SYSTEM HEALTH A/P,A1,NVH19701,79
GREATER TEXAS,1445307,SPOHN SYSTEM HEALTH A/P,A1,NVH19705,80
GREATER TEXAS,1445307,SPOHN SYSTEM HEALTH A/P,A4,NDK00999,272
GREATER TEXAS,1445399,KIMBLE CHIROPRACTIC,D1,H9028900109,115
GREATER TEXAS,1445409,RAYMONDVILLE ISD,D3,NQJ40954,232
GREATER TEXAS,1445433,COASTAL BEND COLLEGE,A2,NKU17551,158
GREATER TEXAS,1445433,COASTAL BEND COLLEGE,A2,NGL00104,162
GREATER TEXAS,1445438,EDUCATIONAL SERV CTR II,A4,NJE40212,242
GREATER TEXAS,1445438,EDUCATIONAL SERV CTR II,A4,NJE41833,242
GREATER TEXAS,1445443,AUSTEX PRINTING,A2,NRD00125,160
GREATER TEXAS,1445529,SOUTHWEST COUNSELING CTR,D4,NLE09790,"1,076"
ROCKY MOUNTAIN,1445602,RESOURCE CONSULTANTS INC,D1,ZUB01336,87
GREATER TEXAS,1445620,GADSDEN ISD A/P,D1,NJP09883,111
EAST TEXAS LOUISIANA,1445670,ANVIL INTERNATIONAL INC,D1,NJQ02229,222
NEW JERSEY,1694350,PAREXEL INTERNATIONAL CORP SUITE 140,D4,NLE18644,972
NEW JERSEY,1698641,REGUS BUSINESS CENTER,D4,MNB03264,440
NEW JERSEY,1698641,REGUS BUSINESS CENTER,F1,UYS46741,66
NEW JERSEY,1699081,M LYNN TAYLOR M D SUITE 406B,A1,NVH22596,66
NEW JERSEY,1699899,BERLEX LABS,F1,A1410400719,0
NEW JERSEY,1700163,THE HARTFORD 1ST FL,F1,UYS62088,59
NEW JERSEY,1700163,THE HARTFORD 1ST FL,F1,UYS62097,59
NEW JERSEY,1700667,ARCH PERSONAL CARE,D3,NQJ52096,212
NEW JERSEY,1702071,TWP OF FRANKLIN POLICE DEPT,D3,H7017102849,209
NEW JERSEY,1703440,COLOR OPTICS INC,D3,H7016701070,396
NEW JERSEY,1703440,COLOR OPTICS INC,D3,H7216500800,305
NEW JERSEY,1710743,DORAL FORRESTAL,D4,NLE10701,"1,459"
NEW JERSEY,1710743,DORAL FORRESTAL,D4,NLE10887,"1,459"
EAST TEXAS LOUISIANA,1913868,MCCANN ERICKSON HOUSTON,F1,M0470700369,118
EAST TEXAS LOUISIANA,1913868,MCCANN ERICKSON HOUSTON,F1,M0471200232,118
GREATER TEXAS,1913887,STONEBRIDGE COUNTRY CLUB,A3,VQG00414,230
GREATER TEXAS,1913892,GARLAND R SANDHOP JR PC,D1,NJQ00602,228
ROCKY MOUNTAIN,1936195,RESIDENCE INN BY MARRIOTT,D3,NNV13784,369
EAST TEXAS LOUISIANA,1945806,HYDROCHEM INDUSTRIAL SERVICES,D3,MPH20544,0
GREATER TEXAS,1976617,TCS CORPORATE SERVICES,A4,A7047480074,358
EAST TEXAS LOUISIANA,1977562,PPG INDUSTRIAL INC,D2,C14012350,143
EAST TEXAS LOUISIANA,1977562,PPG INDUSTRIAL INC,D2,C14012349,143
GREATER TEXAS,1996623,LEGACY TEXAS BANK,F1,UYP66403,52
